r,parity_prefix_int,parity_prefix_bin,popcount
364959,637663,10011011101011011111,14
365023,980895,11101111011110011111,16
365031,556663,10000111111001110111,13
365039,81647,00010011111011101111,13
365055,91647,00010110010111111111,13
365083,768251,10111011100011111011,14
365183,314239,01001100101101111111,13
365211,1015675,11110111111101111011,17
365215,907743,11011101100111011111,15
365263,373711,01011011001111001111,13
365295,368111,01011001110111101111,14
365311,350975,01010101101011111111,14
365339,910331,11011110001111111011,15
365343,898655,11011011011001011111,14
365439,759423,10111001011001111111,14
365503,503231,01111010110110111111,15
365567,439295,01101011001111111111,15
365595,290555,01000110111011111011,13
365599,249695,00111100111101011111,14
365615,194991,00101111100110101111,13
365659,1006523,11110101101110111011,15
365671,841463,11001101011011110111,14
365695,832895,11001011010101111111,14
365735,455607,01101111001110110111,14
365799,875895,11010101110101110111,14
365807,532463,10000001111111101111,13
365823,894207,11011010010011111111,14
365871,644783,10011101011010101111,13
365895,326615,01001111101111010111,14
365927,488951,01110111010111110111,15
365983,245471,00111011111011011111,15
366015,937919,11100100111110111111,15
366031,630479,10011001111011001111,13
366127,995247,11110010111110101111,15
366183,486647,01110110110011110111,14
366207,223103,00110110011101111111,14
366239,597471,10010001110111011111,13
366311,367479,01011001101101110111,13
366335,702207,10101011011011111111,15
366363,978939,11101110111111111011,17
366447,704111,10101011111001101111,14
366463,748159,10110110101001111111,14
366503,188087,00101101111010110111,13
366587,454363,01101110111011011011,14
366619,684795,10100111001011111011,13
366655,241215,00111010111000111111,13
366683,827323,11001001111110111011,14
366695,1026807,11111010101011110111,15
366751,827359,11001001111111011111,15
366799,884175,11010111110111001111,15
366831,904175,11011100101111101111,15
366843,1030107,11111011011111011011,16
366847,178431,00101011100011111111,13
366911,128831,00011111011100111111,14
366919,32727,00000111111111010111,13
367003,380539,01011100111001111011,13
367039,940991,11100101101110111111,15
367071,307103,01001010111110011111,13
367087,693999,10101001011011101111,13
367259,776059,10111101011101111011,15
367335,352119,01010101111101110111,14
367343,374255,01011011010111101111,14
367359,357119,01010111001011111111,14
367387,982011,11101111101111111011,17
367423,1035583,11111100110100111111,15
367463,771063,10111100001111110111,14
367583,1045919,11111111010110011111,16
367615,261119,00111111101111111111,17
367643,124667,00011110011011111011,13
367743,748927,10110110110101111111,15
367783,785335,10111111101110110111,16
367855,550895,10000110011111101111,13
367871,179455,00101011110011111111,14
367899,443899,01101100010111111011,13
367975,667127,10100010110111110111,13
368027,359035,01010111101001111011,13
368063,899007,11011011011110111111,16
368111,682735,10100110101011101111,13
368155,638203,10011011110011111011,14
368255,397183,01100000111101111111,13
368287,603615,10010011010111011111,13
368335,999375,11110011111111001111,16
368379,899547,11011011100111011011,14
368383,1048319,11111111111011111111,19
368411,317435,01001101011111111011,14
368447,1014079,11110111100100111111,15
368475,257723,00111110111010111011,14
368487,905207,11011100111111110111,16
368543,699615,10101010110011011111,13
368575,506303,01111011100110111111,15
368639,188415,00101101111111111111,16
368667,293627,01000111101011111011,13
368671,252767,00111101101101011111,14
368687,425391,01100111110110101111,14
368731,833467,11001011011110111011,14
368751,761711,10111001111101101111,15
368767,1012095,11110111000101111111,15
368799,845791,11001110011111011111,15
368807,491447,01110111111110110111,16
368891,946139,11100110111111011011,15
368959,372543,01011010111100111111,14
368967,448471,01101101011111010111,14
368999,242167,00111011000111110111,13
369051,718459,10101111011001111011,14
369055,649951,10011110101011011111,14
369087,947135,11100111001110111111,15
369119,501663,01111010011110011111,14
369135,118511,00011100111011101111,13
369151,259583,00111111010111111111,16
369199,998319,11110011101110101111,15
369279,400255,01100001101101111111,13
369311,969183,11101100100111011111,14
369343,155327,00100101111010111111,13
369383,358263,01010111011101110111,14
369435,611323,10010101001111111011,13
369471,849215,11001111010100111111,14
369511,908279,11011101101111110111,16
369567,252127,00111101100011011111,13
369599,376255,01011011110110111111,15
369631,458143,01101111110110011111,15
369647,775407,10111101010011101111,14
369691,196347,00101111111011111011,15
369695,728927,10110001111101011111,14
369767,1033975,11111100011011110111,15
369791,845183,11001110010101111111,14
369903,593903,10010000111111101111,13
369947,843259,11001101110111111011,15
369991,633815,10011010101111010111,13
370047,236671,00111001110001111111,13
370079,872159,11010100111011011111,14
370111,982975,11101111111110111111,18
370143,310175,01001011101110011111,13
370223,802735,11000011111110101111,14
370279,318711,01001101110011110111,13
370303,391039,01011111011101111111,16
370335,323039,01001110110111011111,14
370415,422383,01100111000111101111,13
370459,122875,00011101111111111011,15
370535,604151,10010011011111110111,14
370543,716399,10101110111001101111,14
370599,904887,11011100111010110111,14
370687,112639,00011011011111111111,15
370759,653015,10011111011011010111,14
370779,749499,10110110111110111011,15
370799,767855,10111011011101101111,15
370815,751999,10110111100101111111,15
370847,954335,11101000111111011111,15
370855,251831,00111101011110110111,14
370919,653687,10011111100101110111,14
370927,596975,10010001101111101111,13
370939,1042395,11111110011111011011,16
370943,190719,00101110100011111111,13
371007,436031,01101010011100111111,13
371047,670199,10100011100111110111,13
371099,1048187,11111111111001111011,17
371135,994239,11110010101110111111,15
371167,573343,10001011111110011111,14
371175,972407,11101101011001110111,14
371199,638463,10011011110111111111,16
371327,406399,01100011001101111111,13
371359,913887,11011111000111011111,15
371391,161471,00100111011010111111,13
371439,386543,01011110010111101111,14
371451,507355,01111011110111011011,15
371483,625659,10011000101111111011,13
371519,654655,10011111110100111111,15
371559,914423,11011111001111110111,16
371623,883383,11010111101010110111,14
371711,732159,10110010101111111111,15
371739,349947,01010101011011111011,13
371743,735071,10110011011101011111,14
371803,1012667,11110111001110111011,15
371815,646903,10011101111011110111,15
371839,916863,11011111110101111111,17
371867,253307,00111101110101111011,14
371871,957407,11101001101111011111,15
371943,882039,11010111010101110111,14
371951,980975,11101111011111101111,17
371963,949211,11100111101111011011,15
371995,849403,11001111010111111011,15
372031,375615,01011011101100111111,14
372071,81399,00010011110111110111,13
372159,1001407,11110100011110111111,15
372175,636623,10011011011011001111,13
372207,121583,00011101101011101111,13
372223,780799,10111110100111111111,16
372251,650491,10011110110011111011,14
372271,1021871,11111001011110101111,15
372335,637295,10011011100101101111,13
372351,769919,10111011111101111111,17
372383,615903,10010110010111011111,13
372431,1036239,11111100111111001111,16
372455,373623,01011011001101110111,13
372479,995071,11110010111011111111,16
372507,436219,01101010011111111011,14
372571,745147,10110101111010111011,14
372583,32759,00000111111111110111,14
372647,194231,00101111011010110111,13
372671,518591,01111110100110111111,15
372735,12287,00000010111111111111,13
372807,65239,00001111111011010111,13
372827,845755,11001110011110111011,14
372847,159599,00100110111101101111,13
372895,554975,10000111011111011111,14
372927,456895,01101111100010111111,14
372943,906703,11011101010111001111,14
372975,603119,10010011001111101111,13
372987,327643,01001111111111011011,15
373055,1031999,11111011111100111111,17
373063,640983,10011100011111010111,13
373151,875231,11010101101011011111,14
373223,630391,10011001111001110111,13
373231,335599,01010001111011101111,13
373295,1010607,11110110101110101111,15
373339,310715,01001011110110111011,13
373375,125823,00011110101101111111,14
373403,188283,00101101111101111011,14
373407,326111,01001111100111011111,14
373439,208575,00110010111010111111,13
373487,458223,01101111110111101111,16
373503,998143,11110011101011111111,16
373575,974295,11101101110111010111,15
373607,633847,10011010101111110111,14
373695,478655,01110100110110111111,14
373727,1027487,11111010110110011111,15
373759,758783,10111001001111111111,15
373787,364283,01011000111011111011,13
373791,716639,10101110111101011111,15
373851,752571,10110111101110111011,15
373863,653047,10011111011011110111,15
373887,939391,11100101010101111111,14
373919,963551,11101011001111011111,15
373991,884087,11010111110101110111,15
373999,573423,10001011111111101111,15
374043,962043,11101010110111111011,15
374119,693751,10101001010111110111,13
374175,171743,00101001111011011111,13
374207,798655,11000010111110111111,14
374239,322463,01001110101110011111,13
374319,839599,11001100111110101111,14
374375,511223,01111100110011110111,14
374399,427903,01101000011101111111,13
374431,32223,00000111110111011111,13
374527,1021695,11111001011011111111,16
374555,86011,00010100111111111011,13
374631,641015,10011100011111110111,14
374655,772735,10111100101001111111,14
374695,523959,01111111111010110111,16
374783,1009663,11110110011111111111,17
374811,709371,10101101001011111011,13
374815,258911,00111111001101011111,14
374875,917435,11011111111110111011,17
374895,780143,10111110011101101111,15
374943,409567,01100011111111011111,15
375023,322543,01001110101111101111,14
375035,1005531,11110101011111011011,15
375111,778199,10111101111111010111,16
375143,682487,10100110100111110111,13
375231,801727,11000011101110111111,14
375263,413599,01100100111110011111,13
375279,341743,01010011011011101111,13
375295,486911,01110110110111111111,16
375399,489719,01110111100011110111,14
375407,245103,00111011110101101111,14
375423,418687,01100110001101111111,13
375451,194427,00101111011101111011,14
375463,777655,10111101110110110111,15
375503,1039311,11111101101111001111,16
375527,999287,11110011111101110111,16
375547,519643,01111110110111011011,15
375579,89083,00010101101111111011,13
375583,515679,01111101111001011111,15
375615,961855,11101010110100111111,14
375679,913023,11011110111001111111,16
375803,457435,01101111101011011011,14
375807,138239,00100001101111111111,13
375839,747359,10110110011101011111,14
375871,244287,00111011101000111111,13
375911,896759,11011010111011110111,15
375919,162671,00100111101101101111,13
375935,953727,11101000110101111111,14
375967,617439,10010110101111011111,14
375999,687295,10100111110010111111,14
376047,624623,10011000011111101111,13
376063,498943,01111001110011111111,15
376111,736943,10110011111010101111,14
376127,387903,01011110101100111111,14
376167,118263,00011100110111110111,13
376191,242815,00111011010001111111,13
376219,383611,01011101101001111011,13
376223,177887,00101011011011011111,13
376255,825279,11001001011110111111,14
376303,707311,10101100101011101111,13
376319,489983,01110111100111111111,16
376347,875771,11010101110011111011,14
376351,212319,00110011110101011111,13
376423,324855,01001111010011110111,13
376447,356223,01010110111101111111,15
376479,447967,01101101010111011111,14
376511,211647,00110011101010111111,13
376527,991183,11110001111111001111,15
376575,925439,11100001111011111111,15
376603,964603,11101011011111111011,16
376639,1038655,11111101100100111111,15
376679,241655,00111010111111110111,15
376767,481727,01110101100110111111,14
376831,507903,01111011111111111111,18
376859,367355,01011001101011111011,13
376863,719711,10101111101101011111,15
376879,499119,01111001110110101111,14
376903,896727,11011010111011010111,14
376923,939963,11100101011110111011,14
376943,65391,00001111111101101111,14
376959,1036671,11111101000101111111,15
